"country_of_residence","inputstate","res_region","res_division","votereg","ND_votereg","inputregstate","reg_region","reg_division","birthyr","age5","state_election_type","primaryvote","partyvote","ENTHUSIM","gnddirect","CHOICE20_MD1_1","CHOICE20_MD1_2","CHOICE20_MD1_3","CHOICE20_MD1_4","CHOICE20_MD1_5","CHOICE20_MD2_1","CHOICE20_MD2_2","CHOICE20_MD2_3","CHOICE20_MD2_4","CHOICE20_MD2_5","CHOICE20_MD3_1","CHOICE20_MD3_2","CHOICE20_MD3_3","CHOICE20_MD3_4","CHOICE20_MD3_5","CHOICE20_MD4_1","CHOICE20_MD4_2","CHOICE20_MD4_3","CHOICE20_MD4_4","CHOICE20_MD4_5","CHOICE20_MD5_1","CHOICE20_MD5_2","CHOICE20_MD5_3","CHOICE20_MD5_4","CHOICE20_MD5_5","CHOICE20_MD6_1","CHOICE20_MD6_2","CHOICE20_MD6_3","CHOICE20_MD6_4","CHOICE20_MD6_5","CHOICE20_MD7_1","CHOICE20_MD7_2","CHOICE20_MD7_3","CHOICE20_MD7_4","CHOICE20_MD7_5","CHOICE20_MD8_1","CHOICE20_MD8_2","CHOICE20_MD8_3","CHOICE20_MD8_4","CHOICE20_MD8_5","CHOICE20_MD9_1","CHOICE20_MD9_2","CHOICE20_MD9_3","CHOICE20_MD9_4","CHOICE20_MD9_5","CHOICE20_MD10_1","CHOICE20_MD10_2","CHOICE20_MD10_3","CHOICE20_MD10_4","CHOICE20_MD10_5","CHOICE20_MD11_1","CHOICE20_MD11_2","CHOICE20_MD11_3","CHOICE20_MD11_4","CHOICE20_MD11_5","CHOICE20_MD12_1","CHOICE20_MD12_2","CHOICE20_MD12_3","CHOICE20_MD12_4","CHOICE20_MD12_5","CHOICE20_MD13_1","CHOICE20_MD13_2","CHOICE20_MD13_3","CHOICE20_MD13_4","CHOICE20_MD13_5","CHOICE20_MD14_1","CHOICE20_MD14_2","CHOICE20_MD14_3","CHOICE20_MD14_4","CHOICE20_MD14_5","CHOICE20_MD15_1","CHOICE20_MD15_2","CHOICE20_MD15_3","CHOICE20_MD15_4","CHOICE20_MD15_5","CHOICE20_MD16_1","CHOICE20_MD16_2","CHOICE20_MD16_3","CHOICE20_MD16_4","CHOICE20_MD16_5","CHOICE20_MD17_1","CHOICE20_MD17_2","CHOICE20_MD17_3","CHOICE20_MD17_4","CHOICE20_MD17_5","cand_allocator_djt_1","cand_allocator_col_1","cand_allocator_wom_1","cand_allocator_yng_1","cand_allocator_m4a_1","cand_allocator_abt_1","cand_allocator_ira_1","cand_allocator_rep_1","cand_allocator_fp_1","cand_allocator_exp_1","cand_allocator_leg_1","cand_allocator_ice_1","cand_allocator_env_1","cand_allocator_min_1","cand_allocator_rur_1","cand_allocator_tax_1","cand_allocator_oil_1","cand_allocator_imp_1","app_dtrmp","turnout16","presvote16post","presvote16post_t","turnout18post","housevote18post","housevote18post_t","pid3","pid3_t","pid7","pid3_condensed","ideo5","ideo3","pp18_polactions_1","pp18_polactions_2","pp18_polactions_3","pp18_polactions_4","pp18_polactions_5","pp18_polactions_6","pp18_polactions_7","pp18_polactions_8","pp18_polactions_t","gender","educ","educ4","educ2","race","race_t","race4","race3","race2","hispanic","anychild","child18","marstat","urbancity","urbancity_t","faminc_new","faminc5","employ","job","union_combined_1","union_combined_5","union_combined_2","union_combined_6","union_combined_3","union_combined_4","newsint","religpew","religpew_t","pew_bornagain","pew_churatd","weight"
840,48,3,7,1,,48,3,7,1958,4,2,1,2,10,5,1,2,,,,,2,1,,,2,,,1,,,2,1,,,2,,,,1,2,,,,1,2,,,,1,2,,,1,,2,,,,1,2,,,,1,,2,1,,,2,,1,,,2,,,1,,,2,,,1,,2,1,,,2,,,1,,2,,1,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,2,7,"__NA__",1,2,"__NA__",3,"__NA__",5,3,3,2,0,0,0,0,1,0,0,0,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,2,3,1,"__NA__",1,1,6,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,2,0.806
840,32,4,8,1,,32,4,8,1977,2,1,1,1,10,1,,1,2,,,1,,,,2,1,,2,,,2,,1,,,1,2,,,,1,2,,,,1,,,,2,,1,,2,,1,,,2,,2,1,,,,1,,2,,,1,2,,,,1,2,,,,1,,,,2,2,,,1,,,1,,2,,,,1,2,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,3,2,0,0,0,0,0,1,0,0,"__NA__",1,5,3,2,1,"__NA__",1,1,1,2,1,1,1,1,"__NA__",13,5,1,"__NA__",0,0,0,0,1,0,1,10,"__NA__",2,6,1.0134
840,42,1,2,1,,42,1,2,1958,4,2,5,2,10,5,2,,,1,,,2,,,1,,2,1,,,,2,1,,,2,,,1,,2,1,,,,2,1,,,,,2,,,1,2,,1,,,1,2,,,,,2,,1,,2,,1,,,2,1,,,,,,2,1,,,2,1,,,2,,1,,,,,2,1,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",4,3,5,3,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,2,2,1,3,"__NA__",4,2,7,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,2,1.1793
840,12,3,5,1,,12,3,5,1975,2,2,1,1,6,2,,1,,,2,,1,,2,,2,1,,,,,1,,2,,2,,,,1,2,,1,,,1,,2,,,1,2,,,,1,2,,,,2,,,1,,1,2,,,,1,,,2,,1,,,2,,,1,,2,,,1,,2,,1,2,,,,1,,2,,,18,0,0,0,40,13,0,3,0,0,0,0,2,13,2,4,3,2,4,2,7,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,0,0,0,1,0,0,0,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,1,2,3,3,"__NA__",3,1,6,"__NA__",0,0,0,0,1,0,3,9,"__NA__",2,6,0.8904
840,39,2,3,1,,39,2,3,1955,4,2,5,3,0,6,,1,2,,,1,2,,,,,2,,1,,,,,1,2,2,,,,1,,,1,2,,1,,,,2,1,,2,,,2,,1,,,,,1,,2,1,2,,,,2,1,,,,,,1,2,,1,,2,,,,2,,,1,1,,,2,,2,,1,,,0,0,0,0,25,10,0,25,5,0,0,0,10,25,0,0,0,0,4,1,1,"__NA__",1,2,"__NA__",3,"__NA__",4,3,3,2,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,2,"__NA__",2,2,2,2,1,2,3,1,"__NA__",3,1,7,"__NA__",0,1,0,0,0,0,4,1,"__NA__",1,4,0.5845
840,1,3,6,1,,1,3,6,1970,3,2,2,2,7,6,2,1,,,,2,,1,,,,2,,1,,,,2,1,,1,2,,,,,,1,2,,2,,,1,,2,,,1,,2,,,1,,2,,,,1,2,,1,,,,,,2,1,2,,,,1,2,,,,1,2,1,,,,2,,1,,,1,,,,2,0,6,0,0,0,7,0,6,15,0,18,9,9,9,13,8,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",6,2,3,2,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,1,1,2,2,"__NA__",6,2,1,"__NA__",0,0,0,0,1,0,2,1,"__NA__",1,1,0.9796
840,47,3,6,1,,47,3,6,1951,5,2,1,1,10,1,,1,2,,,1,,,,2,,1,2,,,,,1,,2,1,,,2,,,,1,,2,1,,,,2,1,,,,2,1,,,2,,,,2,1,,1,,,,2,1,,,2,,,1,,,2,1,,,2,,,1,2,,,1,,,2,,,,1,2,,9,6,0,2,10,3,6,0,8,9,3,3,12,5,5,10,0,9,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,1,0,0,1,0,0,"__NA__",2,5,3,2,2,"__NA__",2,2,2,2,1,2,4,1,"__NA__",4,2,2,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,4,2.4261
840,32,4,8,1,,32,4,8,1941,5,1,4,2,7,4,2,1,,,,1,,,2,,,2,,1,,,,2,1,,2,,,,1,2,,,,1,2,,,,1,2,1,,,,2,,1,,,,,,2,1,2,,1,,,,1,2,,,,2,1,,,,2,1,,,2,,,,1,2,,,,1,,2,1,,,0,4,0,2,1,0,4,20,12,11,3,0,1,6,9,9,18,0,1,2,7,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,1,1,"__NA__",4,2,5,"__NA__",0,0,0,1,0,0,3,1,"__NA__",1,2,0.3577
840,13,3,5,1,,1,3,6,1957,4,2,1,1,10,1,,1,,2,,1,,,2,,1,,2,,,1,,,2,,1,,,,2,,,1,,2,1,,2,,,1,,,2,,1,,2,,,,1,2,,,1,,,,2,1,,,2,,1,2,,,,,,1,,2,1,,,2,,1,,,2,,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,0,0,0,0,0,1,"__NA__",1,3,2,1,2,"__NA__",2,2,2,2,1,2,3,1,"__NA__",2,1,5,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,5,1.6423
840,39,2,3,1,,39,2,3,1968,3,2,1,1,6,1,,1,2,,,1,2,,,,2,1,,,,,,,1,2,1,,,2,,,2,1,,,1,,2,,,1,,,,2,1,,,,2,,,2,,1,1,,,2,,1,2,,,,,1,,,2,1,,,2,,2,1,,,,1,2,,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,0,39,61,0,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,3,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,2,"__NA__",2,2,2,2,2,1,5,1,"__NA__",4,2,1,"__NA__",0,0,0,0,1,0,4,12,"__NA__",2,5,0.8275
840,17,2,3,1,,17,2,3,1995,1,2,1,1,4,1,1,,,2,,2,1,,,,,1,2,,,,,1,,2,,,,1,2,1,2,,,,,,1,2,,1,,,,2,1,,,2,,,,2,1,,1,,2,,,1,,2,,,1,,2,,,,,1,,2,,1,,,2,1,,2,,,2,,1,,,0,0,0,0,0,10,5,0,0,0,0,5,50,10,0,0,10,10,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,1,1,0,0,0,1,0,0,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,1,2,2,5,1,"__NA__",9,3,4,"__NA__",0,0,0,0,1,0,2,11,"__NA__",2,6,0.9126
840,38,2,4,1,2,38,2,4,1992,1,2,3,3,5,6,,1,,2,,,2,1,,,1,2,,,,1,2,,,,1,,2,,,,,1,2,,1,,,2,,,1,2,,,2,,1,,,,,,2,1,,1,,,2,2,,1,,,2,,,,1,,,,1,2,1,2,,,,1,,,,2,,2,,,1,5,0,26,1,10,2,9,0,0,0,0,9,0,8,18,0,0,12,4,2,7,"__NA__",2,,"__NA__",3,"__NA__",3,3,3,2,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,2,2,5,4,"__NA__",97,6,4,"__NA__",0,0,0,0,1,0,7,2,"__NA__",2,5,1.7035
840,18,2,3,1,,18,2,3,1986,2,2,1,1,8,1,1,,2,,,,,2,1,,,,2,,1,,,1,,2,,1,2,,,,,2,,1,2,,,,1,2,,,1,,,2,,,1,,2,,1,,,1,,,2,2,,,1,,,2,,,1,1,2,,,,2,1,,,,,1,,2,,,1,,,2,0,12,0,0,12,0,22,0,0,0,0,32,0,0,22,0,0,0,1,1,2,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,1,0,0,1,1,0,0,"__NA__",1,5,3,2,1,"__NA__",1,1,1,2,2,1,1,1,"__NA__",9,3,1,"__NA__",1,0,0,0,0,0,2,2,"__NA__",2,2,1.2518
840,48,3,7,1,,48,3,7,1961,4,2,3,2,5,1,2,,1,,,,,,2,1,2,,1,,,1,,2,,,2,,,1,,,1,2,,,,,2,,1,1,2,,,,2,1,,,,1,,2,,,,2,,,1,,,2,1,,2,,,,1,,1,,,2,1,,,2,,1,2,,,,,,2,,1,0,5,0,0,0,0,10,20,5,0,0,0,20,0,0,20,20,0,2,1,7,"__NA__",2,,"__NA__",2,"__NA__",6,2,5,3,0,0,0,0,0,0,0,1,"__NA__",2,1,1,1,3,"__NA__",3,3,2,1,1,2,1,2,"__NA__",6,2,7,"__NA__",0,0,0,0,1,0,2,12,"__NA__",2,6,0.379
840,1,3,6,1,,1,3,6,1972,3,2,5,3,9,5,1,2,,,,,2,,,1,,2,1,,,2,,1,,,2,,,1,,2,1,,,,2,,1,,,,,2,1,,2,1,,,,1,,,,2,,2,,,1,2,,1,,,1,2,,,,,2,,1,,,2,,1,,2,,,,1,2,,,,1,0,0,0,6,0,0,0,59,11,11,0,0,0,0,13,0,0,0,2,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,3,2,0,0,0,0,1,0,0,0,"__NA__",1,5,3,2,3,"__NA__",3,3,2,1,1,1,1,2,"__NA__",10,4,1,"__NA__",0,0,0,0,1,0,2,2,"__NA__",2,2,0.771
840,36,1,2,1,,36,1,2,1964,4,2,1,1,10,1,1,,,,2,2,1,,,,,1,,,2,,,1,,2,1,,2,,,1,,,,2,,,1,2,,,,1,,2,1,2,,,,2,,,1,,,1,2,,,1,,,2,,1,,,2,,2,,1,,,,1,2,,,,1,,,2,,,1,2,,28,0,0,0,10,12,0,0,0,0,0,0,12,0,0,20,18,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,0,1,0,1,1,0,0,"__NA__",2,6,4,2,1,"__NA__",1,1,1,2,1,1,1,1,"__NA__",15,5,9,"__NA__",0,0,0,0,1,0,1,5,"__NA__",2,6,0.8819
840,22,3,7,1,,22,3,7,1971,3,2,1,1,9,1,1,,,,2,2,1,,,,,1,,,2,2,,1,,,1,2,,,,,,1,,2,2,,1,,,1,,,2,,1,2,,,,,1,,2,,2,1,,,,1,,,2,,1,2,,,,2,1,,,,2,1,,,,1,,,,2,,,1,2,,0,10,0,12,9,14,0,9,0,0,13,5,0,5,0,7,7,9,4,1,1,"__NA__",1,1,"__NA__",3,"__NA__",3,3,1,1,1,1,1,0,1,1,0,0,"__NA__",2,5,3,2,3,"__NA__",3,3,2,1,2,2,5,3,"__NA__",7,3,1,"__NA__",0,0,0,0,1,0,1,9,"__NA__",2,6,0.7094
840,5,3,7,1,,5,3,7,1972,3,2,1,1,10,1,,1,,2,,,1,,2,,,1,,,2,,2,1,,,1,2,,,,,1,,,2,1,,2,,,2,,1,,,1,,,2,,,,1,,2,1,,,2,,1,2,,,,1,,,,2,,2,1,,,1,,,2,,2,,1,,,,1,2,,,0,0,0,0,0,0,0,0,0,0,0,0,53,0,13,0,34,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,3,2,0,1,1,1,1,0,0,0,"__NA__",1,4,2,1,6,"__NA__",4,1,2,2,1,2,1,4,"__NA__",4,2,9,"__NA__",0,1,0,0,0,0,1,12,"__NA__",2,5,0.7663
840,25,1,1,1,,25,1,1,1939,5,2,1,1,10,1,,1,,2,,1,,,,2,,1,,,2,1,,,2,,1,,2,,,,1,,,2,1,2,,,,,,1,,2,1,2,,,,2,,,,1,1,2,,,,1,,,,2,1,,,,2,1,,,2,,,1,,,2,1,,2,,,1,2,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,1,0,1,0,1,1,0,0,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,1,2,4,4,"__NA__",2,1,5,"__NA__",0,0,1,0,0,0,1,7,"__NA__",2,3,0.4312
840,42,1,2,1,,42,1,2,1952,5,2,1,2,2,5,2,1,,,,,2,,,1,,2,,1,,,2,,1,,2,,1,,,,2,1,,,2,,,,1,2,,,1,,2,,1,,,,2,,1,,,2,1,,,2,,,,1,,2,1,,,,2,,1,,,2,,,1,2,,1,,,2,,,,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,85,0,0,0,3,1,2,"__NA__",1,2,"__NA__",2,"__NA__",6,2,4,3,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,4,4,"__NA__",2,1,5,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,6,0.5336
840,13,3,5,1,,13,3,5,1967,3,2,1,1,10,1,,1,,,2,,,1,2,,,1,,,2,,2,,1,,1,2,,,,,2,1,,,1,,,,2,2,1,,,,1,,2,,,,,,2,1,,1,,,2,1,,,,2,2,,1,,,1,,,,2,2,1,,,,2,,,1,,2,,,1,,5,0,0,0,0,20,0,5,10,15,0,0,0,15,5,0,5,20,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,3,2,0,0,1,0,0,0,0,0,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,1,1,5,4,"__NA__",4,2,1,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,2,0.7916
840,55,2,3,1,,55,2,3,1952,5,2,1,1,10,1,,1,2,,,1,,,,2,,1,,2,,2,1,,,,1,2,,,,1,,,2,,1,,,2,,2,,1,,,1,,2,,,,2,1,,,1,,2,,,1,2,,,,,1,,,2,1,2,,,,2,1,,,,2,1,,,,,,1,2,,7,3,3,7,14,10,3,2,0,3,7,6,10,9,3,10,0,3,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,1,0,1,0,0,0,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,2,2,1,3,"__NA__",6,2,5,"__NA__",0,1,0,0,0,0,1,1,"__NA__",2,3,0.4888
840,10,3,5,1,,10,3,5,1957,4,2,1,2,4,5,2,,1,,,1,2,,,,,2,,1,,,,1,2,,,,2,,1,1,,2,,,1,,2,,,,,2,1,,2,,,1,,,1,2,,,1,2,,,,2,1,,,,,,1,2,,1,,2,,,,,1,2,,,2,,1,,1,,2,,,6,4,3,0,1,0,1,27,20,2,6,0,0,0,11,8,11,0,3,1,6,"__NA__",1,3,"__NA__",3,"__NA__",4,3,4,3,0,0,0,0,0,0,0,1,"__NA__",1,3,2,1,4,"__NA__",4,1,2,2,1,2,1,2,"__NA__",11,4,1,"__NA__",0,0,0,0,1,0,3,1,"__NA__",1,1,0.5091
840,53,4,9,1,,53,4,9,1948,5,2,1,2,9,2,2,,1,,,,2,,,1,2,,1,,,1,,,2,,2,1,,,,2,1,,,,,1,,2,,,2,,,1,2,1,,,,1,2,,,,,2,,,1,,1,2,,,,2,1,,,,,2,,1,1,2,,,,2,,1,,,,2,,1,,0,0,0,0,0,0,0,20,15,22,0,0,0,0,28,0,15,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",97,6,5,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,2,0.6059
840,29,2,4,1,,29,2,4,1941,5,2,1,2,9,5,,2,,,1,1,2,,,,,2,,,1,2,,,1,,2,,1,,,2,,,,1,,,2,,1,,,2,,1,2,,1,,,1,,,2,,,2,1,,,2,1,,,,,2,,,1,,1,2,,,,,1,2,,,2,,1,,,,2,1,,0,0,0,2,0,0,0,80,4,0,1,0,0,0,13,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,1,0,0,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,4,4,"__NA__",2,1,5,"__NA__",0,0,0,0,1,0,2,1,"__NA__",1,2,0.6048
840,36,1,2,1,,36,1,2,1942,5,2,1,3,5,2,1,,2,,,1,,,,2,,1,,,2,2,1,,,,1,,2,,,1,,2,,,1,,,,2,1,,,2,,,1,2,,,2,,,,1,1,,,2,,,2,1,,,,1,,,2,,1,2,,,,1,,2,,1,,,2,,1,,2,,,5,6,0,6,6,0,7,11,7,9,7,7,5,0,8,0,9,7,5,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,2,1,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,2,"__NA__",2,2,2,2,1,2,2,2,"__NA__",5,2,5,"__NA__",0,1,0,0,0,0,2,1,"__NA__",2,4,0.4349
840,6,4,9,1,,6,4,9,1985,2,2,1,2,8,2,,2,1,,,2,,1,,,,,,1,2,,,2,1,,1,2,,,,2,,1,,,,1,,,2,,,1,,2,1,,,,2,1,2,,,,,,2,1,,,,2,,1,,,1,,2,2,,,1,,,2,,,1,1,,2,,,,,1,,2,0,0,0,0,10,10,0,10,0,10,10,10,10,10,10,10,0,0,2,1,1,"__NA__",1,2,"__NA__",2,"__NA__",6,2,4,3,0,1,1,0,0,1,0,0,"__NA__",1,5,3,2,1,"__NA__",1,1,1,2,1,1,1,1,"__NA__",10,4,1,"__NA__",0,0,0,0,1,0,2,1,"__NA__",1,2,1.0134
840,41,4,9,1,,41,4,9,1963,4,2,1,1,10,1,1,,,2,,,1,,2,,,1,2,,,2,,1,,,,2,1,,,,,1,2,,,,1,,2,2,,1,,,1,,,2,,,2,1,,,,1,,2,,1,,,2,,1,2,,,,,2,1,,,,1,2,,,2,1,,,,,2,1,,,6,7,13,8,7,9,4,5,2,0,0,0,16,1,3,8,5,6,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,1,1,1,0,1,0,0,0,"__NA__",1,4,2,1,3,"__NA__",3,3,2,1,2,2,4,4,"__NA__",2,1,4,"__NA__",0,1,0,0,0,0,1,11,"__NA__",2,6,0.9534
840,45,3,5,1,,45,3,5,1954,5,2,3,3,2,1,,1,,,2,,,,2,1,1,,2,,,,1,,2,,1,2,,,,,,1,2,,2,,1,,,,1,,,2,,2,,1,,,2,,1,,,1,,,2,,,2,,1,1,2,,,,,,,2,1,,,,2,1,,2,1,,,1,,,,2,0,0,5,0,17,0,0,11,0,0,14,11,11,16,6,9,0,0,2,1,2,"__NA__",2,,"__NA__",3,"__NA__",4,3,3,2,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,1,2,3,4,"__NA__",6,2,5,"__NA__",0,0,0,0,1,0,3,1,"__NA__",1,4,0.6178
840,17,2,3,1,,16,4,8,1983,2,2,3,2,7,4,2,,,,1,,,2,1,,2,1,,,,,,1,2,,,2,,1,,,,1,,2,,2,1,,,,1,,,2,,,1,2,,1,2,,,,,,,1,2,2,,1,,,,2,,,1,,,,2,1,,,2,1,,,2,,1,,,,,2,1,0,0,0,0,18,0,21,4,0,0,10,23,0,24,0,0,0,0,3,2,7,"__NA__",2,,"__NA__",5,"__NA__",3,3,3,2,0,0,0,0,0,1,0,0,"__NA__",1,5,3,2,1,"__NA__",1,1,1,2,2,2,1,1,"__NA__",9,3,1,"__NA__",0,0,0,0,0,1,2,5,"__NA__",2,3,0.7404
840,12,3,5,1,,12,3,5,1945,5,2,2,1,6,1,1,,,,2,1,,,,2,1,,,2,,,,1,,2,,1,2,,,1,,2,,,1,,,,2,2,,1,,,2,,,,1,,,2,,1,1,,2,,,2,,1,,,,1,,,2,1,2,,,,,1,,2,,,,2,,1,,,,2,1,0,0,0,0,40,5,0,0,0,0,0,0,10,10,5,25,5,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,2,1,0,0,0,0,0,0,0,1,"__NA__",1,5,3,2,3,"__NA__",3,3,2,1,1,2,1,1,"__NA__",5,2,5,"__NA__",0,0,0,0,1,0,2,2,"__NA__",2,5,0.3842
840,36,1,2,1,,36,1,2,1971,3,2,1,1,7,2,2,1,,,,2,1,,,,2,,1,,,,1,,,2,,2,,1,,2,,1,,,2,1,,,,1,2,,,,2,,1,,,,,2,1,,2,1,,,,2,,,1,,1,2,,,,2,1,,,,,1,2,,,1,2,,,,,,2,,1,0,0,0,0,8,5,0,5,0,0,0,0,10,9,22,21,20,0,3,2,7,"__NA__",2,,"__NA__",1,"__NA__",2,1,3,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,2,3,4,"__NA__",1,1,6,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,5,0.6918
840,12,3,5,1,,12,3,5,1967,3,2,2,1,6,2,2,,,1,,2,,,,1,,2,,1,,,1,2,,,,,2,,1,2,,,,1,2,1,,,,1,,2,,,,1,2,,,1,,2,,,2,,,,1,2,,,1,,1,,2,,,2,1,,,,2,,,,1,1,2,,,,,2,,,1,0,0,0,0,0,29,0,13,0,0,0,0,0,0,0,29,29,0,2,1,2,"__NA__",1,1,"__NA__",3,"__NA__",8,3,3,2,0,0,1,0,0,0,0,0,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,5,2,"__NA__",3,1,7,"__NA__",0,0,0,0,1,0,2,1,"__NA__",1,5,0.9796
840,47,3,6,1,,47,3,6,1949,5,2,2,2,10,5,,2,,1,,1,2,,,,,2,,1,,,2,,,1,,2,,1,,2,1,,,,1,,2,,,,2,,,1,2,,1,,,1,2,,,,1,2,,,,2,1,,,,,2,,,1,1,2,,,,,2,1,,,2,,1,,,,2,,1,,0,0,0,0,0,0,0,25,4,0,0,0,0,0,6,0,65,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,1,0,0,0,"__NA__",1,4,2,1,1,"__NA__",1,1,1,2,1,2,4,2,"__NA__",5,2,5,"__NA__",0,1,0,0,0,0,1,1,"__NA__",1,4,0.5911
840,45,3,5,1,,45,3,5,1972,3,2,3,2,7,2,,1,,,2,,,2,1,,,1,,,2,,1,2,,,,,1,,2,,,2,,1,2,,,,1,2,,1,,,2,,1,,,1,,,2,,2,1,,,,,1,2,,,,1,2,,,,,2,1,,1,,2,,,2,,1,,,2,1,,,,0,15,11,5,4,1,10,0,10,0,15,0,0,20,9,0,0,0,2,2,7,"__NA__",2,,"__NA__",2,"__NA__",6,2,4,3,0,0,0,0,1,1,1,0,"Email elected official",2,4,2,1,1,"__NA__",1,1,1,2,1,2,3,1,"__NA__",1,1,6,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,5,0.5783
840,51,3,5,1,,51,3,5,1982,2,2,1,2,5,3,,2,,,1,,2,,1,,,2,,1,,,2,,,1,1,,2,,,,,2,,1,2,1,,,,2,1,,,,2,,1,,,2,,,,1,2,1,,,,,1,,,2,,,1,2,,,2,1,,,,2,,,1,2,,,,1,,,2,,1,0,0,14,0,27,0,0,0,19,0,14,0,0,0,0,26,0,0,2,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,1,1,1,1,4,"__NA__",10,4,2,"__NA__",0,0,0,0,1,0,3,1,"__NA__",1,4,0.2016
840,4,4,8,1,,4,4,8,1947,5,2,5,3,10,1,,1,,,2,,1,,,2,,1,,,2,,1,,2,,,1,,,2,1,,,,2,,,1,,2,,,1,2,,,2,1,,,,1,,2,,,1,,,2,1,,,,2,1,,,2,,,1,2,,,2,1,,,,,1,2,,,,,1,,2,19,0,0,0,9,13,0,0,0,2,0,0,23,11,0,19,4,0,4,1,1,"__NA__",1,1,"__NA__",4,"green",3,3,2,1,0,1,1,0,0,1,0,0,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,3,1,"__NA__",3,1,5,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,6,0.4896
